,QuollRun,Cycle,Duration,Plag,Flag,Hlag,DF,DFH,DFF,Speed,Gait,sdh,sdf,PlagM,FlagM,HlagM,GaitM,surf,cali,SpC,GaitCY,GaitCYM
271,gale_f7_polexypts.csv,5,54.25,0.479262673,0.01843318,0.055299539,0.588470204,0.572420635,0.604519774,1119.569768,Bound,220.7964308,226.8126713,0.488479263,0.01843318,0.082949309,Bound,pole,1.091124426,1026.069751,Bound,Bound
272,haley_ff1_flatxypts.csv,1,45.5,0.131868132,0.131868132,-0.065934066,0.301898641,0.34375,0.260047281,2379.631436,Rotary Gallop,483.9103812,435.0081405,0.164835165,0.065934066,-0.065934066,Rotary Gallop,flat,1.011640252,2352.250646,Half Bound,Bound
273,haley_ff1_flatxypts.csv,2,35,0.285714286,0.142857143,0,0.371171171,0.375675676,0.366666667,2456.829614,Half Bound,343.8903984,333.7030268,0.314285714,0.1,-0.014285714,Rotary Gallop,flat,1.011640252,2428.560557,Half Bound,Bound
274,hodor_ff1_flatxypts.csv,1,46.5,0.387096774,0.215053763,-0.021505376,0.328711485,0.30952381,0.34789916,2646.261311,Rotary Gallop,535.5593881,487.9625563,0.344086022,0.150537634,-0.053763441,Rotary Gallop,flat,1.011640252,2615.812593,Half Bound,Half Bound
275,hodor_ff1_flatxypts.csv,2,48.5,0.329896907,0.12371134,-0.06185567,0.395345097,0.432336182,0.358354012,2141.465532,Rotary Gallop,289.1619199,381.3833998,0.329896907,0.154639175,-0.072164948,Rotary Gallop,flat,1.011640252,2116.825153,Half Bound,Half Bound
276,hodor_ff2_flatxypts.csv,1,47.75,0.314136126,0.230366492,-0.020942408,0.426991342,0.46969697,0.384285714,1977.243492,Rotary Gallop,357.1711198,388.1700074,0.345549738,0.188481675,-0.052356021,Rotary Gallop,flat,1.011640252,1954.492704,Half Bound,Half Bound
277,hodor_ff2_flatxypts.csv,2,47.75,0.272251309,0.251308901,0.062827225,0.42929472,0.436367218,0.422222222,1916.130519,Transverse Gallop,363.4404825,333.4747781,0.32460733,0.188481675,0.041884817,Half Bound,flat,1.011640252,1894.082917,Half Bound,Half Bound
278,hodor_ff3_flatxypts.csv,1,53.25,0.150234742,0.356807512,0.018779343,0.362444589,0.379889179,0.345,1807.252466,Half Bound,357.9291427,364.6425735,0.225352113,0.272300469,0.018779343,Half Bound,flat,1.011640252,1786.457648,Half Bound,Half Bound
279,hodor_ff3_flatxypts.csv,2,61.75,0.24291498,0.340080972,0.129554656,0.479406552,0.501120797,0.457692308,1290.658498,Transverse Gallop,259.1166762,285.3053111,0.315789474,0.340080972,0.194331984,Transverse Gallop,flat,1.011640252,1275.807774,Gallop,Gallop
280,hodor_ff4_flatxypts.csv,1,52.5,0.571428571,0.161904762,-0.152380952,0.410057357,0.412904313,0.407210402,1819.319971,Rotary Gallop,425.1684824,367.1891003,0.542857143,0.171428571,-0.142857143,Rotary Gallop,flat,1.011640252,1798.386301,Half Bound,Half Bound
281,hodor_ff5_flatxypts.csv,1,54.5,0.311926606,0.165137615,0.036697248,0.294602401,0.321581197,0.267623604,2361.088348,Half Bound,521.6443335,568.8606698,0.321100917,0.146788991,0,Half Bound,flat,1.011640252,2333.92092,Half Bound,Half Bound
282,hodor_ff5_flatxypts.csv,2,44.75,0.357541899,0.156424581,0.089385475,0.348039216,0.261295823,0.434782609,2113.497743,Transverse Gallop,282.0262086,320.222601,0.391061453,0.145251397,0.245810056,Transverse Gallop,flat,1.011640252,2089.179171,Half Bound,Gallop
283,hola_f1_polexypts.csv,1,30,0.333333333,0.066666667,-0.1,0.555413753,0.588362069,0.522465438,2001.519284,Rotary Gallop,251.7833125,234.1744115,0.366666667,0.15,-0.033333333,Rotary Gallop,pole,1.091124426,1834.363924,Bound,Half Bound
284,hola_f1_polexypts.csv,2,29.25,0.376068376,0.145299145,0,0.526323892,0.47229064,0.580357143,2095.694928,Half Bound,234.0113344,249.316671,0.307692308,0.05982906,-0.085470085,Rotary Gallop,pole,1.091124426,1920.674561,Half Bound,Bound
285,hola_f1_polexypts.csv,3,31,0.35483871,0.064516129,-0.032258065,0.579967325,0.571572581,0.588362069,1968.028016,Rotary Gallop,218.3028903,228.6478988,0.387096774,0,-0.032258065,Bound,pole,1.091124426,1803.669654,Bound,Bound
286,hola_f9_polexypts.csv,1,53,0.264150943,0.283018868,0.075471698,0.638589303,0.689811912,0.587366694,1045.179311,Transverse Gallop,199.6104636,184.3644848,0.367924528,0.301886792,0.113207547,Transverse Gallop,pole,1.091124426,957.8919568,Half Bound,Canter
287,hola_f9_polexypts.csv,2,50.25,0.378109453,0.437810945,0.139303483,0.619816017,0.659545455,0.58008658,1109.252667,Transverse Gallop,204.93089,217.5872028,0.388059701,0.388059701,0.099502488,Transverse Gallop,pole,1.091124426,1016.614275,Canter,Half Bound
288,hola_f9_polexypts.csv,3,48,0.395833333,0.0625,0.020833333,0.560774577,0.548550725,0.57299843,1405.496237,Half Bound,254.7509839,261.775667,0.34375,0,-0.0625,Bound,pole,1.091124426,1288.117288,Bound,Bound
289,jayromey_ff1_flatxypts.csv,1,42.75,0.444444444,0.16374269,-0.023391813,0.391558442,0.404545455,0.378571429,2399.675232,Rotary Gallop,419.0009425,396.7245037,0.467836257,0.152046784,-0.023391813,Rotary Gallop,flat,1.011640252,2372.063812,Half Bound,Half Bound
290,jayromey_ff1_flatxypts.csv,2,47.25,0.507936508,0.19047619,0,0.348308081,0.36,0.336616162,2318.359193,Half Bound,417.4751339,408.4026446,0.518518519,0.148148148,0,Half Bound,flat,1.011640252,2291.68342,Half Bound,Half Bound
291,jayromey_ff2_flatxypts.csv,1,42.75,0.538011696,0.280701754,-0.093567251,0.425531456,0.447773065,0.403289847,2178.703088,Rotary Gallop,354.3274004,348.0260996,0.549707602,0.210526316,-0.058479532,Rotary Gallop,flat,1.011640252,2153.634243,Half Bound,Half Bound
292,jayromey_ff2_flatxypts.csv,2,46.5,0.559139785,0.215053763,0.021505376,0.419548861,0.434143223,0.404954499,1941.336805,Half Bound,330.5758624,336.5523677,0.591397849,0.215053763,0.021505376,Half Bound,flat,1.011640252,1918.999171,Half Bound,Half Bound
293,jayromey_ff3_flatxypts.csv,1,43.75,0.571428571,0.182857143,0,0.394250699,0.400197628,0.388303769,2138.215031,Half Bound,335.1787349,355.1466267,0.594285714,0.194285714,0,Half Bound,flat,1.011640252,2113.612054,Half Bound,Half Bound
294,jayromey_ff3_flatxypts.csv,2,49.75,0.56281407,0.221105528,-0.040201005,0.457316176,0.49,0.424632353,1696.151842,Rotary Gallop,283.1501711,319.9465526,0.592964824,0.221105528,-0.050251256,Rotary Gallop,flat,1.011640252,1676.635383,Half Bound,Half Bound
295,jayromey_ff3_flatxypts.csv,3,50,0.6,0.28,-0.04,0.5,NA,0.5,1212.370029,Rotary Gallop,NA,255.381767,0.62,0.29,-0.14,Rotary Gallop,flat,1.011640252,1198.420117,Half Bound,Half Bound
296,jayromey_ff4_flatxypts.csv,1,44.5,0.494382022,0.112359551,0.02247191,0.433595571,0.433333333,0.433857809,1994.021438,Half Bound,327.5694394,322.2267559,0.539325843,0.134831461,0.033707865,Half Bound,flat,1.011640252,1971.077598,Half Bound,Half Bound
297,jayromey_ff4_flatxypts.csv,2,47.5,0.589473684,0.210526316,-0.084210526,0.514551807,0.540467251,0.488636364,1537.834571,Rotary Gallop,252.0020067,270.0394315,0.663157895,0.242105263,-0.052631579,Rotary Gallop,flat,1.011640252,1520.139761,Half Bound,Half Bound
298,jayromey_ff4_flatxypts.csv,3,55.5,0.630630631,0.252252252,0,0.486688312,NA,0.486688312,1202.901023,Half Bound,NA,249.7437314,0.648648649,0.234234234,-0.054054054,Rotary Gallop,flat,1.011640252,1189.060064,Half Bound,Half Bound
299,jayromey_ff5_flatxypts.csv,1,42,0.571428571,0.214285714,-0.142857143,0.398875515,0.411862528,0.385888502,2112.003248,Rotary Gallop,316.3854421,350.1616884,0.583333333,0.19047619,-0.130952381,Rotary Gallop,flat,1.011640252,2087.701872,Half Bound,Half Bound
300,jayromey_ff5_flatxypts.csv,2,49,0.551020408,0.204081633,-0.06122449,0.479624099,0.490951097,0.468297101,1626.586393,Rotary Gallop,274.2220808,284.5469561,0.581632653,0.204081633,-0.06122449,Rotary Gallop,flat,1.011640252,1607.870377,Half Bound,Half Bound
301,jayromey_ff5_flatxypts.csv,3,53,0.641509434,0.226415094,0.018867925,0.502906983,0.509433962,0.499643494,1202.105452,Half Bound,210.2018653,245.8616099,0.660377358,0.254716981,-0.047169811,Rotary Gallop,flat,1.011640252,1188.273647,Half Bound,Half Bound
302,lila_f10_polexypts.csv,1,36.5,0.520547945,0.082191781,0.054794521,0.487207602,0.5,0.474415205,1783.129853,Transverse Gallop,257.7574235,248.0798471,0.493150685,0.04109589,0.02739726,Bound,pole,1.091124426,1634.213121,Bound,Bound
303,lila_f10_polexypts.csv,2,37.25,0.510067114,0.134228188,0.053691275,0.526006523,0.597222222,0.454790823,1787.076718,Transverse Gallop,244.3421586,270.8588036,0.536912752,0.120805369,0.013422819,Half Bound,pole,1.091124426,1637.830366,Half Bound,Half Bound
304,lila_f10_polexypts.csv,3,34.25,0.496350365,0.175182482,0.058394161,0.496992481,0.522767857,0.471217105,2053.326475,Transverse Gallop,302.6416388,292.1567439,0.481751825,0.131386861,0.04379562,Half Bound,pole,1.091124426,1881.844477,Half Bound,Half Bound
305,lila_f1_polexypts.csv,1,30.25,0.330578512,0.132231405,0,0.537365591,0.541397849,0.533333333,1921.598362,Half Bound,214.5993126,219.4263833,0.363636364,0.066115702,-0.016528926,Rotary Gallop,pole,1.091124426,1761.117537,Half Bound,Bound
306,lila_f1_polexypts.csv,2,31.75,0.346456693,0.125984252,0.031496063,0.525657981,0.554450758,0.496865204,1923.428043,Half Bound,239.0805187,248.2712045,0.409448819,0.047244094,0,Bound,pole,1.091124426,1762.794414,Half Bound,Bound
307,lila_f1_polexypts.csv,3,33.25,0.45112782,0,0.060150376,0.586370798,0.578991597,0.59375,1687.468138,Bound,178.9122253,193.8011967,0.496240602,0,0.120300752,Bound,pole,1.091124426,1546.540521,Bound,NA
308,lila_f1_polexypts.csv,4,35.25,0.510638298,0,0.085106383,0.646907096,0.569444444,0.724369748,1246.608866,Bound,190.0414838,164.7682358,0.425531915,0.028368794,0.014184397,Bound,pole,1.091124426,1142.499276,Bound,Bound
309,lila_f1_polexypts.csv,5,36.75,0.544217687,0.027210884,0.081632653,0.620112924,0.640866873,0.599358974,1438.079151,Bound,193.6608558,197.4550301,0.530612245,0.013605442,0.081632653,Bound,pole,1.091124426,1317.979065,Bound,Bound
310,lila_f2_polexypts.csv,1,34,0.382352941,0.088235294,0,0.449212163,0.476325758,0.422098569,2020.320654,Half Bound,275.5361166,289.3088565,0.382352941,0.058823529,-0.044117647,Rotary Gallop,pole,1.091124426,1851.595113,Bound,Bound
311,lila_f2_polexypts.csv,2,27.25,0.403669725,0,-0.036697248,0.531805678,0.528490028,0.535121328,2251.189331,Bound,234.1838497,246.1977847,0.366972477,0.036697248,-0.036697248,Bound,pole,1.091124426,2063.182967,Bound,Bound
312,lila_f7_polexypts.csv,1,33.5,0.447761194,0,0.119402985,0.453402816,0.499180999,0.407624633,1783.534071,Bound,223.116504,225.0854843,0.507462687,0.029850746,0.074626866,Bound,pole,1.091124426,1634.583581,NA,Bound
313,lila_f7_polexypts.csv,2,37.25,0.402684564,0.053691275,0,0.504214083,0.533428165,0.475,1610.03743,Half Bound,227.0114003,233.0395713,0.44295302,0.040268456,0,Bound,pole,1.091124426,1475.576379,Bound,Bound
314,lila_f7_polexypts.csv,3,36.5,0.520547945,0.109589041,0.02739726,0.556148806,0.621621622,0.490675991,1388.147596,Half Bound,193.6824982,200.4295523,0.589041096,0.123287671,0,Half Bound,pole,1.091124426,1272.217506,Half Bound,Half Bound
315,lila_f7_polexypts.csv,4,40.75,0.417177914,0.049079755,0.024539877,0.593137024,0.627906977,0.558367072,1219.294428,Bound,174.8575862,175.2740521,0.503067485,0.036809816,0.049079755,Bound,pole,1.091124426,1117.465982,Bound,Bound
316,lila_f7_polexypts.csv,5,48.25,0.455958549,0.020725389,0.020725389,0.591946539,0.638586957,0.545306122,1093.089528,Bound,202.2443467,206.2877361,0.497409326,0,0.020725389,Bound,pole,1.091124426,1001.800988,Bound,Bound
317,lila_ff1_flatxypts.csv,1,45.25,0.35359116,0.198895028,-0.022099448,0.441938025,0.481792717,0.402083333,1444.951708,Rotary Gallop,252.7998249,243.3069424,0.386740331,0.187845304,-0.066298343,Rotary Gallop,flat,1.011640252,1428.325637,Half Bound,Half Bound
318,lila_ff1_flatxypts.csv,2,43.75,0.434285714,0.388571429,0.182857143,0.488570296,0.545454545,0.431686047,1387.716024,Transverse Gallop,202.6965983,237.5928812,0.457142857,0.354285714,0.114285714,Transverse Gallop,flat,1.011640252,1371.748525,Gallop,Gallop
319,lila_ff1_flatxypts.csv,3,48.25,0.227979275,0.455958549,0.082901554,0.480042501,0.482374768,0.477710233,1187.701438,Transverse Gallop,186.4954611,200.8548243,0.321243523,0.341968912,0.082901554,Transverse Gallop,flat,1.011640252,1174.03537,Half Bound,Half Bound
320,lila_ff2_flatxypts.csv,1,56.75,0.422907489,0.330396476,-0.352422907,0.561105556,0.558213449,0.563997662,829.8840622,Rotary Gallop,191.4346422,195.877332,0.422907489,0.348017621,-0.325991189,Rotary Gallop,flat,1.011640252,820.3351543,Half Bound,Half Bound
321,lila_ff2_flatxypts.csv,2,56.5,0.371681416,0.345132743,-0.14159292,0.517770655,0.517592593,0.517948718,920.6726317,Rotary Gallop,213.6941136,198.6292404,0.362831858,0.380530973,-0.168141593,Rotary Gallop,flat,1.011640252,910.0790819,Half Bound,Half Bound
322,lila_ff2_flatxypts.csv,3,60,0.316666667,0.483333333,-0.233333333,0.551664417,0.59017094,0.513157895,814.6651939,Rotary Gallop,169.2723438,182.370391,0.308333333,0.5,-0.266666667,Rotary Gallop,flat,1.011640252,805.2913991,Half Bound,Half Bound
323,lila_ff3_flatxypts.csv,1,50.75,0.532019704,0.21182266,0.0591133,0.304881215,0.28939206,0.32037037,2404.186221,Transverse Gallop,532.0943602,404.3745822,0.522167488,0.201970443,0.02955665,Half Bound,flat,1.011640252,2376.522896,Half Bound,Half Bound
324,lila_ff3_flatxypts.csv,2,42.75,0.233918129,0.49122807,-0.16374269,0.377953915,0.369369369,0.386538462,1761.759711,Rotary Gallop,229.7130676,264.0472593,0.32748538,0.415204678,-0.175438596,Rotary Gallop,flat,1.011640252,1741.488348,Half Bound,Half Bound
325,lila_ff3_flatxypts.csv,3,49.25,0.406091371,0.329949239,-0.040609137,0.436507675,0.437409289,0.435606061,1267.8819,Rotary Gallop,247.4392128,229.5114304,0.416243655,0.329949239,-0.121827411,Rotary Gallop,flat,1.011640252,1253.293251,Half Bound,Half Bound
326,lila_ff4_flatxypts.csv,1,39,0.487179487,0.153846154,0.025641026,0.314739054,0.321428571,0.308049536,2302.939394,Half Bound,361.1295005,344.4602363,0.5,0.128205128,0.012820513,Half Bound,flat,1.011640252,2276.441047,Half Bound,Half Bound
327,lila_ff4_flatxypts.csv,2,42.75,0.631578947,0.233918129,0.023391813,0.375830981,0.364389234,0.387272727,1983.888758,Half Bound,288.6426242,304.5402429,0.631578947,0.222222222,0.023391813,Half Bound,flat,1.011640252,1961.061508,Half Bound,Half Bound
328,lila_ff5_flatxypts.csv,1,41.75,0.28742515,0.167664671,-0.023952096,0.278869379,0.315217391,0.242521368,2503.119626,Rotary Gallop,494.4193707,414.252058,0.335329341,0.119760479,-0.011976048,Rotary Gallop,flat,1.011640252,2474.317942,Half Bound,Half Bound
329,lila_ff5_flatxypts.csv,2,41,0.536585366,0.243902439,-0.024390244,0.317182817,0.313852814,0.320512821,2648.343529,Rotary Gallop,387.7674027,403.7428438,0.536585366,0.207317073,-0.012195122,Rotary Gallop,flat,1.011640252,2617.870853,Half Bound,Half Bound
330,lila_ff6_flatxypts.csv,1,41.75,0.263473054,0.023952096,-0.047904192,0.33036019,0.34139265,0.319327731,2335.099857,Bound,427.6997012,358.5849454,0.299401198,0.023952096,-0.05988024,Bound,flat,1.011640252,2308.231461,Bound,Bound
331,lila_ff6_flatxypts.csv,2,45.5,0.527472527,0.197802198,0.021978022,0.313093495,0.333719852,0.292467139,2288.061813,Half Bound,395.2444605,393.9958281,0.549450549,0.197802198,0.010989011,Half Bound,flat,1.011640252,2261.734652,Half Bound,Half Bound
332,lila_ff7_flatxypts.csv,1,46.5,0.387096774,0.172043011,0.021505376,0.324174166,0.316862745,0.331485588,2259.205989,Half Bound,497.371979,407.8275637,0.387096774,0.129032258,0.021505376,Half Bound,flat,1.011640252,2233.210852,Half Bound,Half Bound
333,lila_ff7_flatxypts.csv,2,44,0.613636364,0.25,0,0.336759413,0.336309524,0.337209302,2282.000051,Half Bound,343.687903,378.2415233,0.636363636,0.261363636,0.022727273,Half Bound,flat,1.011640252,2255.742638,Half Bound,Half Bound
334,lila_ff7_flatxypts.csv,3,44,0.590909091,0.25,-0.136363636,0.4267281,0.449260042,0.404196158,1667.264115,Rotary Gallop,226.5938166,280.5903449,0.659090909,0.272727273,-0.056818182,Rotary Gallop,flat,1.011640252,1648.080048,Half Bound,Half Bound
335,lila_ff8_flatxypts.csv,1,39.5,0.278481013,0.101265823,-0.025316456,0.307848402,0.316346154,0.299350649,2639.302557,Rotary Gallop,443.9784701,447.8959685,0.278481013,0.139240506,-0.012658228,Rotary Gallop,flat,1.011640252,2608.933909,Half Bound,Half Bound
336,lila_ff8_flatxypts.csv,2,39.75,0.402515723,0.125786164,0,0.299316774,0.264270613,0.334362934,2782.502586,Half Bound,451.6505233,398.3113023,0.389937107,0.100628931,0.012578616,Half Bound,flat,1.011640252,2750.486233,Half Bound,Half Bound
337,lilipad_ff3_flatxypts.csv,1,40,0.525,0.225,0.05,0.383057295,0.382882883,0.383231707,2073.1152,Half Bound,320.4058734,332.3393398,0.4875,0.1875,0.025,Half Bound,flat,1.011640252,2049.261282,Half Bound,Half Bound
338,lilipad_ff3_flatxypts.csv,2,40.75,0.564417178,0.245398773,0.171779141,0.391705882,0.418123543,0.365288221,1923.37248,Transverse Gallop,312.0721199,297.1694828,0.539877301,0.208588957,0.085889571,Transverse Gallop,flat,1.011640252,1901.241549,Gallop,Half Bound
339,lilipad_ff4_flatxypts.csv,1,43,0.534883721,0.255813953,0,0.413093918,0.415909091,0.410278746,1779.137212,Half Bound,301.0158592,288.9288659,0.534883721,0.209302326,0.011627907,Half Bound,flat,1.011640252,1758.665898,Half Bound,Half Bound
340,lilipad_ff4_flatxypts.csv,2,47,0.553191489,0.255319149,-0.021276596,0.378658003,0.369121562,0.388194444,1669.290778,Rotary Gallop,287.2159949,296.3417334,0.542553191,0.234042553,-0.010638298,Rotary Gallop,flat,1.011640252,1650.083391,Half Bound,Half Bound
341,lilipad_ff4_flatxypts.csv,3,50,0.54,0.3,-0.08,0.458813477,0.504157218,0.413469736,1266.749954,Rotary Gallop,205.7612117,232.7242149,0.58,0.3,-0.12,Rotary Gallop,flat,1.011640252,1252.174329,Half Bound,Half Bound
342,luke_ff1_flatxypts.csv,1,49.75,0.542713568,0.140703518,0.020100503,0.3923757,0.390756303,0.393995098,1928.761749,Half Bound,325.7105919,359.8014031,0.522613065,0.130653266,-0.010050251,Rotary Gallop,flat,1.011640252,1906.568807,Half Bound,Half Bound
343,luke_ff1_flatxypts.csv,2,51.5,0.524271845,0.077669903,0.058252427,0.470792765,0.490384615,0.451200915,1526.214769,Transverse Gallop,266.132743,298.8654634,0.563106796,0.106796117,0.058252427,Transverse Gallop,flat,1.011640252,1508.65366,Bound,Half Bound
344,peah_f2_flatxypts.csv,1,44.5,0.584269663,0.08988764,0.157303371,0.347916667,0.352083333,0.34375,2062.394151,Transverse Gallop,334.7797303,360.0519289,0.550561798,0.123595506,0.123595506,Transverse Gallop,flat,1.011640252,2038.663593,NA,Gallop
345,peah_f2_flatxypts.csv,2,47.75,0.376963351,0.209424084,-0.020942408,0.37159777,0.380152061,0.363043478,1755.821613,Rotary Gallop,293.3145737,318.1385368,0.418848168,0.178010471,-0.020942408,Rotary Gallop,flat,1.011640252,1735.618575,Half Bound,Half Bound
346,peah_f4_flatxypts.csv,1,46.25,0.432432432,0.064864865,0.064864865,0.337973856,0.355392157,0.320555556,2031.933995,Transverse Gallop,363.2627681,355.2408297,0.443243243,0.054054054,0.010810811,Half Bound,flat,1.011640252,2008.553921,Bound,Bound
347,peah_f4_flatxypts.csv,2,49.25,0.426395939,0.223350254,0.121827411,0.427181604,0.448113208,0.40625,1628.453938,Transverse Gallop,263.8370892,290.2588555,0.456852792,0.192893401,0.091370558,Transverse Gallop,flat,1.011640252,1609.716433,Gallop,Half Bound
348,peah_f5_flatxypts.csv,1,52,0.538461538,0.173076923,0,0.345861823,0.367877493,0.323846154,1985.532945,Half Bound,401.1921637,397.6314865,0.567307692,0.163461538,0.009615385,Half Bound,flat,1.011640252,1962.686776,Half Bound,Half Bound
349,peah_f5_flatxypts.csv,2,48,0.666666667,0.229166667,0.041666667,0.374809397,0.387916667,0.361702128,1853.909997,Half Bound,330.6137476,343.0587282,0.677083333,0.208333333,0.041666667,Half Bound,flat,1.011640252,1832.578324,Half Bound,Half Bound
350,peah_ff10_flatxypts.csv,1,47.25,0.402116402,0.19047619,0.063492063,0.392763488,0.379751901,0.405775076,1599.13905,Transverse Gallop,296.9064921,286.7455092,0.402116402,0.19047619,0.042328042,Half Bound,flat,1.011640252,1580.738851,Half Bound,Half Bound
351,peah_ff10_flatxypts.csv,2,53.75,0.390697674,0.260465116,0.018604651,0.466158964,0.49702381,0.435294118,1321.020882,Half Bound,213.5122541,272.3638648,0.381395349,0.260465116,-0.027906977,Rotary Gallop,flat,1.011640252,1305.820799,Half Bound,Half Bound
352,peah_ff10_flatxypts.csv,3,65.25,0.260536398,0.352490421,0.137931034,0.529963153,0.554910632,0.505015674,886.8003609,Transverse Gallop,207.5587312,199.0753728,0.429118774,0.344827586,0.268199234,Transverse Gallop,flat,1.011640252,876.5965561,Canter,Canter
353,peah_ff10_flatxypts.csv,4,69.75,0.573476703,0.372759857,0.329749104,0.550568799,0.545472249,0.555665349,749.0442627,Transverse Gallop,203.4957487,195.9343446,0.58781362,0.379928315,0.344086022,Transverse Gallop,flat,1.011640252,740.425523,Canter,Canter
354,peah_ff11_flatxypts.csv,1,53.25,0.375586854,0.281690141,0,0.478806725,0.490632319,0.466981132,1222.728745,Half Bound,211.0033233,234.7811602,0.394366197,0.262910798,-0.028169014,Rotary Gallop,flat,1.011640252,1208.659642,Half Bound,Half Bound
355,peah_ff11_flatxypts.csv,2,67.75,0.413284133,0.265682657,0.177121771,0.565459743,0.597704475,0.53321501,813.9356502,Transverse Gallop,197.6974914,202.6244883,0.52398524,0.287822878,0.273062731,Transverse Gallop,flat,1.011640252,804.5702497,Canter,Canter
356,peah_ff11_flatxypts.csv,3,67,0.611940299,0.417910448,0.432835821,0.577198677,0.597014925,0.567290553,743.8872164,Transverse Gallop,188.7052077,193.541612,0.626865672,0.417910448,0.432835821,Transverse Gallop,flat,1.011640252,735.3278153,Canter,Canter
357,peah_ff6_flatxypts.csv,1,45,0.6,0.133333333,-0.177777778,0.38469444,0.383790738,0.385598142,1844.839553,Rotary Gallop,368.8142522,308.191593,0.566666667,0.133333333,-0.166666667,Rotary Gallop,flat,1.011640252,1823.612247,Half Bound,Half Bound
358,peah_ff6_flatxypts.csv,2,45.75,0.327868852,0.169398907,0.021857923,0.378103041,0.362771739,0.393434343,1858.059736,Half Bound,311.9367221,305.4410235,0.349726776,0.180327869,-0.021857923,Rotary Gallop,flat,1.011640252,1836.680315,Half Bound,Half Bound
359,peah_ff6_flatxypts.csv,3,47,0.255319149,0.170212766,0.063829787,0.425366724,0.408186864,0.442546584,1527.6277,Transverse Gallop,248.4203857,256.0961368,0.29787234,0.170212766,0.021276596,Half Bound,flat,1.011640252,1510.050334,Half Bound,Half Bound
360,peah_ff7_flatxypts.csv,1,54.25,0.331797235,0.092165899,-0.01843318,0.349969329,0.350693374,0.349245283,1906.948978,Rotary Gallop,416.9158021,387.3736151,0.331797235,0.110599078,-0.036866359,Rotary Gallop,flat,1.011640252,1885.007021,Bound,Half Bound
361,peah_ff7_flatxypts.csv,2,50.75,0.39408867,0.157635468,-0.098522167,0.384752461,0.394191639,0.375313283,1762.382786,Rotary Gallop,344.8981446,334.6111165,0.413793103,0.177339901,-0.088669951,Rotary Gallop,flat,1.011640252,1742.104254,Half Bound,Half Bound
362,peah_ff8_flatxypts.csv,1,52.25,0.267942584,0.133971292,0.019138756,0.271683673,0.285714286,0.257653061,2325.48523,Half Bound,519.7877922,471.2265172,0.306220096,0.124401914,0.019138756,Half Bound,flat,1.011640252,2298.727463,Half Bound,Half Bound
363,peah_ff8_flatxypts.csv,2,48,0.458333333,0.125,0.020833333,0.297834426,0.29164994,0.304018913,2251.488608,Half Bound,391.5985146,405.4294785,0.447916667,0.145833333,0.010416667,Half Bound,flat,1.011640252,2225.58227,Half Bound,Half Bound
364,peah_ff9_flatxypts.csv,1,57.5,0.573913043,0.191304348,0,0.325636289,0.347701149,0.303571429,1707.122403,Half Bound,344.8285953,361.8548274,0.6,0.173913043,0.008695652,Half Bound,flat,1.011640252,1687.479714,Half Bound,Half Bound
365,peah_ff9_flatxypts.csv,2,53.25,0.657276995,0.20657277,-0.037558685,0.415049172,0.421419098,0.408679245,1365.251115,Rotary Gallop,231.7537353,272.1240794,0.666666667,0.225352113,-0.075117371,Rotary Gallop,flat,1.011640252,1349.542104,Half Bound,Half Bound
366,peah_ff9_flatxypts.csv,3,58.5,0.683760684,0.136752137,0.068376068,0.444769141,NA,0.444769141,1002.01834,Transverse Gallop,NA,214.8114084,0.777777778,0.170940171,0.076923077,Transverse Gallop,flat,1.011640252,990.4888011,Half Bound,Half Bound
367,pincushion_f5_part1_polexypts.csv,1,29.75,0.470588235,0.134453782,0.033613445,0.570892344,0.569047619,0.572737069,1939.045667,Half Bound,209.5381631,219.5959966,0.470588235,0.084033613,0.016806723,Half Bound,pole,1.091124426,1777.107744,Half Bound,Bound
368,pincushion_f5_part2_polexypts.csv,1,40.5,0.567901235,0.074074074,0.024691358,0.4623202,0.436835522,0.487804878,1678.680808,Half Bound,289.3423768,264.8887093,0.530864198,0.098765432,-0.012345679,Rotary Gallop,pole,1.091124426,1538.487058,Bound,Bound
369,pincushion_f9_polexypts.csv,1,33.75,0.355555556,0.059259259,-0.02962963,0.46097132,0.426406926,0.495535714,2087.511971,Rotary Gallop,295.1915653,279.2380256,0.355555556,0.014814815,-0.014814815,Bound,pole,1.091124426,1913.174998,Bound,Bound
370,pincushion_f9_polexypts.csv,2,31.25,0.384,0.16,0.032,0.471616168,0.501041667,0.442190669,2240.60917,Half Bound,274.2408774,285.008264,0.448,0.096,0.048,Half Bound,pole,1.091124426,2053.4864,Half Bound,Bound
371,pincushion_f9_polexypts.csv,3,31,0.419354839,0,-0.032258065,0.580947581,0.580645161,0.58125,2158.324547,Bound,241.6623442,249.86154,0.435483871,0,0,Bound,pole,1.091124426,1978.073715,Bound,Bound
372,pincushion_ff1_flatxypts.csv,1,42.75,0.233918129,0.32748538,-0.023391813,0.364098097,0.399624765,0.328571429,1932.701437,Rotary Gallop,394.8161909,387.0387938,0.280701754,0.292397661,0,Half Bound,flat,1.011640252,1910.463165,Half Bound,Half Bound
373,pincushion_ff1_flatxypts.csv,2,50.5,0.316831683,0.138613861,0.01980198,0.276406732,0.277530017,0.275283447,2770.214835,Half Bound,638.7013457,537.9905031,0.306930693,0.099009901,0,Half Bound,flat,1.011640252,2738.339869,Half Bound,Bound
